"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"AITM.ACCEPTED.QTY","","","","","","N","D","","11","$NO.NEGATIVES, *, * Make sure we dont accept more than we ordered, *, IF EDITED.DATA GT V.AITM.PO.QTY THEN,    ERROR.OCCURRED=1,    MSG=""PU004"", END, * The invendory file only deals in whole numbers so restrict entry, * when dealing with stock items, *, IF NOT(ERROR.OCCURRED) THEN,    IF V.AITM.STOCK.NO AND EDITED.DATA THEN,       X.QTY=OCONV(EDITED.DATA,""MD3""),       IF X.QTY NE INT(X.QTY) THEN,          ERROR.OCCURRED=1,          MSG=""AP424"",       END,    END, END","Quantity Accepted","R","","","40000","","","","Y","3","N","N","","","","","","45","","","","MD3,","11R","","","","","","","","0","","AITM.PO.QTY","ITEMS.ID","N","","","This shows how many of the items ordered were actually, received and accepted.  used in calculation of, AITM.PO.EXT.PRICE, AITM.PO.GL.AMT and is carried over to, the voucher., , After initial entry and the record is saved, if this, field is changed, a change reason is required.  Any, time the accepted quantity is altered (even on initial, entry), the accepted quantity, operator, current date, and change reason are written to the corresponding, AITM.ACCEPT.HIST... fields., , On the POAL screen the accepted quantity cannot be changed to zero, if the order quantity on the backordered item that is associated to, the item has been modified. The backordered item must first be adjusted, in this case.","","","Qty Accepted","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.ADD.DATE","","","","","","D","D","","8","","Add Date","R","","","","","","","N","2","/","","","","","","","13","","","","D2/","8R","","","","","","","","0","","","","","","","Kept but not otherwise used by the system.","","","Add Date","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.ADD.OPERATOR","","","","","","","D","","10","","Add Oper","L","","","","N","","","","","","","","","","","","14","","","","","10L","","","","","","","","15","","","","","","","Kept but not otherwise used by the system.","","","Add Operator","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.ARRIVED.VIA","","","","","","","D","","20","$UC","Arrived Via","L","","","","","","","","","","","","","","","","90","","","","","20L","","","","","","","","0","","","","","","","Not used by system, but user can see if their ship via, instructions were actually followed.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-06-17","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.BACKORDER.FROM.ITEMS.ID","","","","","","","D","","10","","","L","","","","","","","","","","","","","","","","117","","","","","10L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-10-30","HHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.BACKORDER.TO.ITEMS.ID","","","","","","","D","","10","","","L","","","","","","","","","","","","","","","","116","","","","","10L","","","","","","","","0","","","","","","","When a items po accepted quantity is lees than the, quantity ordered a backorder items record is created for, the remaining quantity. This field contains the ITEMS id, of the ITEMS record that was generated from PUS003.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-10-30","HHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.BPO.ID","","","","","","","X","","8","","Blanket PO Number","L","","","","N","","","","","","","","","","BPO.ITEMS.ID","BPO.ID","58","","","","","8L","","","","","","","","10","","","","","","S","Key to BPO file.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.CHANGE.DATE","","","","","","D","D","","8","","Change Date","R","","","","","","","N","2","/","","","","","","","15","","","","D2/","8R","","","","","","","","0","","","","","","","Kept but not used by the system.","","","Change Date","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.CHANGE.OPERATOR","","","","","","","D","","10","","Change Oper","L","","","","N","","","","","","","","","","","","16","","","","","10L","","","","","","","","15","","","","","","","Kept but not otherwise used by the system.","","","Change Operator","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.COMMENTS","","","","","","","C","","50","X.HEADING = OCONV(SN.CURRENT.TITLE,'MCU'), X.SUBHEADING = FMT('Item Comments','76C'), X.MNEMONIC = SN.CURRENT.MNEMONIC, X.MAX.LINE.LEN = 65, X.INQUIRY = 'N', CALL_SCREEN UTEDIT($LIST,X.HEADING,X.SUBHEADING,X.MNEMONIC,X.MAX.LINE.LEN,X.INQUIRY)","Comments","L","","","This is a sample item comment.","","","","","","","","","","","","","11","","","","","50L","","","","","","","","80","","","","","$INSERT I_DEFAULTS","","Not used by system, but can be used for reporting, purposes.  Since this field is for the entire item (not, just the voucher or the PO), it can be entered on the, purchasing side and be viewed by the AP side.","","","Comments","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.COMMODITY.CODE","","","","","","","X","","15","$UC, $COMMODITY.CODES.LKUP.SEC, IF LKUP.RETURN.CODE = -1 THEN,    REPROMPT, END","Commodity","L","","IF LEN(OUTPUT.DATA) THEN,    CALL S.XLAT.FILE('COMMODITY.CODES','',OUTPUT.DATA), END","","","","","","","","","","","","","COMMODITY.CODES.ID","64","","","","","15L","","","","","","","","0","","","","","","","Used to default fields into the ITEMS record and to, issue warnings in the receiving function.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-03-16","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.DESC","","","","","","","L","","25","X.HEADING = OCONV(SN.CURRENT.TITLE,'MCU'), X.SUBHEADING = FMT('Item Description','76C'), X.MNEMONIC = SN.CURRENT.MNEMONIC, X.MAX.LINE.LEN = 25, X.INQUIRY = ""N"", CALL_SCREEN UTEDIT($LIST,X.HEADING,X.SUBHEADING,X.MNEMONIC,X.MAX.LINE.LEN,X.INQUIRY)","Description","L","","","Computer Paper","N","","","","","","","","","","","","1","","","","","25L","","","","","","","","80","","","","","","","This field is used for reporting purposes.","","","Item Description","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","RLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.EXPECTED.DELIVERY.DATE","","","","","","D","D","","8","","Expected Date","R","","","","","","","N","2","/","","","","","","","86","","","","D2/","8R","","","","","","","","0","","","","","","","Can be used for p.o. tracking and reporting purposes.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.FIXED.ASSETS.FLAG","","","","","","","D","","3","$YN","Fixed Asset","L","","$YN","No","","","","","","","","","","","","","7","","","","","3L","","","","","","","","0","","","","","","","Used as part of the interface to fixed assets.  Any items, with this flag set to Y are to be treated as fixed assets.","","","Fixed Asset","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.INITIATOR","","","","","","","D","","20","$UC, A.PERSON.ID = '', ADD.MODE.ALLOWED = 0, :CORE.INSERTS I_INPUT.STAFF.LOOKUP.SEC:, IF X.REPROMPT THEN,    REPROMPT, END","Initiator","L","","X.TYPE = '', $GET.NAME","W. Klink","","","","","","","","","","","","","3","","","","","20L","","","","","","","","0","","","","","","","Displayed but not otherwise used by the system.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-09-01","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.INVN.STORE","","","","","","","D","","1","","Inventory Store","L","","","","","","","","","","","","","","","","2","","","","","1L","","","","","","","","0","","","","","","","Along with AITM.STOCK.NO, is the key to the INVENTORY, file.","","","Inventory Store","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","RLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.INVN.STORE.GLNO","","","","","","","D","","25","","GL Account No","L","","","","","","","","","","","","","","","","4","","","","","25L","","","","","","","","0","","","","","","","Used as the distribution account for all line items, in the purchase order.","","","Inventory Store GL Acct","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-12","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.INVOICE.DATE","","","","","","D","D","","8","","Invoice Date","R","","","9134","","","","N","2","/","","","","","","","63","","","","D2/","8R","","","","","","","","0","","","","","","","This field is used for reporting purposes.","","","Item Inv Date","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","RLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.INVOICE.NO","","","","","","","D","","18","","Invoice Number","L","","","1234556789","N","","","","","","","","","","","","62","","","","","18L","","","","","","","","18","","","","","","","This field is used for inquiry purposes.","","","Item Inv Number","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","RLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.MSDS.RECEIVED.FLAG","","","","","","","D","","3","","MSDS Received","L","","","","","","","","","","","","","","","","9","","","","","3L","","","","","","","","0","","","","","","","A warning is issued if a commodity is tagged as needing, an MSDS but this received flag is not set to Y(es).","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-08-05","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.ORDER.DATE","","","","","","D","D","","8","","Order Date","R","","","","","","","N","2","/","","","","","","","111","","","","D2/","8R","","","","","","","","0","","","","","","","Used to sort the blanket p.o. item list.  Not used by, anybody else.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-09-13","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PACKING.SLIP.NO","","","","","","","D","","15","","Packing Slip No","L","","","","","","","","","","","","","","","","48","","","","","15L","","","","","","","","0","","","","","","","Displayed but not otherwise used by the system.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-08-23","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PO.EXT.PRICE","","","","","","N","D","","14","","Extended Price","R","","","40000","","","","Y","2","N","N","","","","","","36","","","","MD2,","14R","","","","","","","","0","","","","","","","This is used to validate and calculate GL distribution, amounts.  If foreign currency is involved, this is in, the foreign currency.","","","PO Ext Price","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PO.GL.ACCT.TAX.CODE","","","","","","","L","","5","","GL No Tax Code","L","","","","N","","","","","","","","","","","","95","","","","","5L","","","","","","","","0","","","","","","","This tax code is the associated code to the GL number when, the Item tax codes has rebate/refund flag set to ""Y""es.","","","","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-06-29","AUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PO.GL.AMT","","","","","","N","L","","14","IF V.AITM.PO.EXT.PRICE GE 0 THEN,    IF EDITED.DATA GT V.AITM.PO.EXT.PRICE THEN,       ERROR.OCCURRED = 1,       MSG = ""AP287"",       GOSUB ERROR.MESSAGE,       REPROMPT,    END, END ELSE,    IF EDITED.DATA LT V.AITM.PO.EXT.PRICE THEN,       ERROR.OCCURRED = 1,       MSG = ""AP295"",       GOSUB ERROR.MESSAGE,       REPROMPT,    END, END","GL Amt","R","","","","N","","","Y","2","N","N","","","","","","40","","","","MD2,","14R","","","","","","","","0","","","","","","","This field is used to determine the GL account percentage, of item extended price as well as being the amount charged, to the GL account.  Even if foreign currency is involved, , this field is always in the local currency.","","","PO GL Amt","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PO.GL.FOREIGN.AMT","","","","","","N","L","","14","IF V.AITM.PO.EXT.PRICE GE 0 THEN,    IF EDITED.DATA GT V.AITM.PO.EXT.PRICE THEN,       ERROR.OCCURRED = 1,       MSG = ""AP287"",       GOSUB ERROR.MESSAGE,       REPROMPT,    END, END ELSE,    IF EDITED.DATA LT V.AITM.PO.EXT.PRICE THEN,       ERROR.OCCURRED = 1,       MSG = ""AP295"",       GOSUB ERROR.MESSAGE,       REPROMPT,    END, END","[GL Foreign Amt]","R","","","","","","","Y","2","N","N","","","","","","38","","","","MD2,","14R","","","","","","","","0","","","","","","","This amount is the foreign amount before the currency, conversion.  This is what the user enters; the local amount, is what gets sent to the general ledger.","","","PO GL Foreign Amt","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PO.GL.FOREIGN.TAX.AMT","","","","","","N","L","","12","","Foreign Tax","R","","","","","","","Y","2","N","N","","","","","","114","","","","MD2,","12R","","","","","","","","0","","","","","","","Stores the foreign tax amount for line items, in foreign currency.","","","Foreign Tax Amt","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-10-17","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AITM.PO.GL.NO","","","","","","","L","","25","X.ACCT.RANGE.LIST = """", X.ACCT.TYPE = """", :CF.INSERTS I_INPUT.AP.GL.ACCTS.LOOKUP:, IF SCREEN.REFRESH THEN,    GOSUB REFRESH.SCREEN, END, IF GL.RETURN.CODE EQ -1 THEN,    ERROR.OCCURRED =ERROR.OCCURRED,    MSG = MSG, END","GL Account No","L","","IF LEN(OUTPUT.DATA) THEN,    CONVERT ""_"" TO """" IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","10523001","","","","","","","","","","","","","39","","","","","25L","","","","","","","","0","","","","","","","Used to post encumbrances to GL.","","","PO GL Account","","","","","","","","","","","","ACCEPTED.ITEMS","","","0","1993-02-15","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
