"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"ACAWF.CALC.CONTACT.HRS","","","","D","N","8","","","N","","","","","","","","","","","35","MD2,","8R","6","For instructional assignments these are the course section's contact hours, , adjusted based on the percentage of the faculty member's responsibility for the , specified instructional method and prorated based on the number of assignment , days that fall within the measurement period., , For non-instructional assignments, if the campus organization assignment has an , end date, these are the contact hours associated with the assignment, prorated , based on the number of assignment days that fall within the measurement period., , If the campus organization assignment does not have an end date, it is not , possible to calculate a prorated contact hours. Under these circumstances, a , warning is displayed on the error report and the campus organization assignment , is not included in the position hours or the total employee hours.","Calc Contact, Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.711Z"
"ACAWF.CALC.LOAD","","","","D","N","8","","","N","","","","","","","","","","","33","MD2,","8R","6","The load associated with the course section assignment, prorated based on the , number of assignment days that fall within the measurement period.","Calc Load","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.398Z"
"ACAWF.CALC.MAX.CRED","","","","D","N","9","","","N","","","","","","","","","","","41","MD25,","9R","8","The course section's maximum credits, adjusted based on the percentage of the , faculty member's responsibility for the specified instructional method and , prorated based on the number of assignment days that fall within the , measurement period.","Calc Maximum, Credit","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:25.180Z"
"ACAWF.CALC.MIN.CRED","","","","D","N","9","","","N","","","","","","","","","","","39","MD25,","9R","8","The course section's minimum credits, adjusted based on the percentage of the , faculty member's responsibility for the specified instructional method and , prorated based on the number of assignment days that fall within the , measurement period.","Calc Minimum, Credit","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.977Z"
"ACAWF.CALCULATION.DEF","","","","D","N","20","","","N","","","","","","","","","","","44","","20L","20","The calculation definition that was used to determine the employee's hours of , service.","Calculation, Definition","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.930Z"
"ACAWF.CAMPUS.ORG","","","","D","N","5","","","N","","","","","","","","","","","26","","5L","5","ID of the campus organization for which the faculty member has an assignment , during the measurement period.","Campus, Organization","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:24.445Z"
"ACAWF.CEUS","","","","D","N","6","","","N","","","","","","","","","","","42","MD2","6R","5","CEUs for an instructional assignment.","CEUs","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.586Z"
"ACAWF.CLOCK.HRS","","","","D","N","10","","","N","","","","","","","","","","","36","MD2,","10R","8","Clock hours for an instructional assignment.","Clock Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.789Z"
"ACAWF.CONTACT.HRS","","","","D","N","8","","","N","","","","","","","","","","","34","MD2,","8R","6","Contact hours for an instructional assignment.","Contact Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:25.039Z"
"ACAWF.COURSE.SECTION","","","","D","N","21","","","N","","","","","","","","","","","25","","21L","19","Course section ID for an instructional assignment.","Course Section","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.414Z"
"ACAWF.EMPLOYEE.CATEGORY","","","","D","N","20","","","N","","","","","","","","","","","18","","20L","20","The first category that is listed on the ACA Measurement Extract (ACME) for , which the employee meets the criteria.","Employee Category","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:24.992Z"
"ACAWF.EMPLOYEE.HRS.PER.WEEK","","","","D","N","10","","","N","","","","","","","","","","","47","MD4,","10R","8","The employee's average hours of service per week during the measurement date , range (total employee hours divided by the weeks measured). The same value is , shown in all records in the batch pertaining to the employee for the given , measurement type.","Employee Hours, per Week","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.336Z"
"ACAWF.EMPLOYEE.ID","","","","D","N","10","","","N","","","","","","","","","","","3","","10L","10","The Colleague person ID of the employee.","Employee ID","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:24.352Z"
"ACAWF.FAC.ASSIGN.END.DATE","","","","D","N","10","","","N","","","","","","","","","","","29","D4/","10R","8","The end date of a faculty assignment.","Faculty, Assignment, End Date","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.836Z"
"ACAWF.FAC.ASSIGN.LOAD","","","","D","N","8","","","N","","","","","","","","","","","32","MD2,","8R","6","The load associated with a faculty assignment.","Faculty, Assignment, Load","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:21.023Z"
"ACAWF.FAC.ASSIGN.PERCENT","","","","D","N","6","","","N","","","","","","","","","","","31","MD2","6R","5","The percent of the instructional method the faculty,  member is to teach.","Faculty, Assignment, Percent","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:25.273Z"
"ACAWF.FAC.ASSIGN.START.DATE","","","","D","N","10","","","N","","","","","","","","","","","28","D4/","10R","8","The start date of a faculty assignment.","Faculty, Assignment, Start Date","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:19.555Z"
"ACAWF.FIRST.NAME","","","","D","N","30","","","N","","","","","","","","","","","5","","30L","30","Employee first name.","First Name","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:25.070Z"
"ACAWF.HIRE.DATE","","","","D","N","10","","","N","","","","","","","","","","","12","D4/","10R","8","The start date of the earliest employee status, on or before the as-of date, , that follows a gap or period of non-employee status.","Hire Date","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.164Z"
"ACAWF.INSTR.METHOD","","","","D","N","5","","","N","","","","","","","","","","","30","","5L","5","The instructional method related to a faculty instructional assignment.","Instructional, Method","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.102Z"
"ACAWF.LAST.NAME","","","","D","N","57","","","N","","","","","","","","","","","4","","57L","57","Employee last name.","Last Name","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.430Z"
"ACAWF.MAX.CRED","","","","D","N","9","","","N","","","","","","","","","","","40","MD25,","9R","8","A course section's maximum credits.","Maximum, Credit","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.648Z"
"ACAWF.MIN.CRED","","","","D","N","9","","","N","","","","","","","","","","","38","MD25,","9R","8","A course section's minimum credits.","Minimum, Credit","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.508Z"
"ACAWF.MSRMNT.DATE.RANGE","","","","D","N","23","","","N","","","","","","","","","","","13","","23L","23","The measurement date range for an employee's initial measurement period begins , with the start of the employee's initial measurement period and ends on the , earlier of the as-of date or the end of the employee's initial measurement , period., , The measurement date range for an employee's standard measurement period begins , with the start of the standard measurement period for the category to which the , employee belongs and ends on the earlier of the as-of date or the end of the , employee's standard measurement period., , Note: The measurement date range is independent of any employment break periods , that might fall within it.","Measurement, Date Range","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.227Z"
"ACAWF.MSRMNT.PERIOD.END.DATE","","","","D","N","10","","","N","","","","","","","","","","","16","D4/","10R","8","The end date for an employee's initial measurement period is based on the , employee's hire date and the initial measurement period's start date method and , length for the category to which the employee belongs., , The end date for an employee's standard measurement period is determined by , combining the standard measurement period end month and day for the category to , which the employee belongs and the specified measurement start year. If the , resulting end date precedes the standard measurement period start date, , Colleague uses the next year for the end date.","Measurement, Period, End Date","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.086Z"
"ACAWF.MSRMNT.PERIOD.TYPE","","","","D","N","12","","","N","","","","","","","","","","","2","","12L","1","The type of measurement period for which the work file record was created:, I - Initial, S - Standard","Measurement, Period Type","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.789Z"
"ACAWF.POSITION","","","","D","N","22","","","N","","","","","","","","","","","19","","22L","22","The position with which the activity is associated.","Position","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.039Z"
"ACAWF.POSITION.CALC.HRS","","","","D","N","10","","","N","","","","","","","","","","","45","MD4,","10R","8","The total hours of service that are calculated for the employee in the , specified position. The same value is shown in all records in the batch , pertaining to the employee for the given measurement period.","Position, Calculated, Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:24.602Z"
"ACAWF.PRIMARY.POSITION","","","","D","N","14","","","N","","","","","","","","","","","10","","14L","14","The employee's primary position is determined differently for the initial , measurement and the standard measurement:, . Initial measurement - Uses the employee's primary position on the as-of date., , . Standard measurement - Uses the employee's primary position on the earlier of , the as-of date or the measurement period end date.","Primary Position","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:19.367Z"
"ACAWF.PRIMARY.POSITION.DEPT","","","","D","N","10","","","N","","","","","","","","","","","11","","10L","10","The department associated with the employee's primary position.","Primary, Position, Department","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.352Z"
"ACAWF.REV.STIPEND.HRS","","","","D","N","9","","","N","","","","","","","","","","","58","MD2","9R","8","Reversed stipend hours for which the employee was under either , of the following conditions:, . The stipends check/advice date falls within the measurement date range, , inclusive of the start and end dates., . The stipends check/advice date is after the end of the measurement date range , but on or before the as-of date and the end date of the stipend is within the , measurement date range. (This enables Colleague to count stipends that are paid , after work has been completed.)","Reversed, Stipend Hours","ACA.WORK.FILE","N","","","","","","2020-05-27T14:58:21.102Z"
"ACAWF.REV.TIME.CARD.HRS","","","","D","N","10","","","N","","","","","","","","","","","57","MD2","10R","9","Reversed time card hours within the measurement range, inclusive of the start , and , end dates, except the following:, . Compensatory time earned., . Time recorded on an employment break period day., . Time associated with an earnings type that is listed in the Exclude Earnings , Types field on the Affordable Care Act Parameters (ACPA) form.","Reversed, Time Card Hours","ACA.WORK.FILE","N","","","","","","2020-05-27T14:58:20.680Z"
"ACAWF.ROLE","","","","D","N","5","","","N","","","","","","","","","","","27","","5L","5","The employee's role with the campus organization.","Role","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:21.523Z"
"ACAWF.SSN.SERIAL.NO","","","","D","N","11","","","N","","","","","","","","","","","6","","11L","4","The last four digits of the employee's SSN.","SSN Serial, Number","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.898Z"
"ACAWF.STABILITY.DATE.RANGE","","","","D","N","23","","","N","","","","","","","","","","","17","","23L","23","Initial Measurement :, The start of the employee's initial stability period is determined by adding , the combined length of the initial measurement period and the administrative , period to the employee's hire date., , The end of the employee's initial stability period is determined based on the , start of the employee's initial stability period and the length of the initial , stability period., , , Standard Measurement:, The employee's standard stability period begins on the stability start month , and day for the category to which the employee belongs. The year is determined , by comparing the standard measurement period's end month/day with the stability , period's start month/day. If the standard measurement period's end month/day , precedes the stability period's start month/day, The same years us used for , both; otherwise, the next year is used for the stability period's start date., , , The end of the employee's standard stability period is determined based on the , stability end month and day for the category to which the employee belongs. The , year is determined by comparing the stability period's end month/day with the , stability period's start month/day. If the stability period's end month/day , precedes its start month/day, the next year is used for the end date; , otherwise, the same year is used for both.","Stability, Date Range","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:21.633Z"
"ACAWF.STATUS","","","","D","N","18","","","N","","","","","","","","","","","8","","18L","18","Colleague determines each employee's status differently for the initial , measurement and the standard measurement:, . Initial measurement. Uses the employee's status on the as-of date., . Standard measurement. Uses the employee's status on the earlier of the as-of , date or the measurement period end date., ","Status","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:21.508Z"
"ACAWF.STATUS.DESC","","","","D","N","25","","","N","","","","","","","","","","","9","","25L","25","The description of the employee's status.","Status Description","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:21.242Z"
"ACAWF.STIPEND.END.DATE","","","","D","N","10","","","N","","","","","","","","","","","23","D4/","10R","8","The end date of the stipend.","Stipend, End Date","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:22.273Z"
"ACAWF.STIPEND.HRS","","","","D","N","9","","","N","","","","","","","","","","","24","MD2","9R","8","For all of an employee's stipends that are associated with a position, , Colleague includes the hours for which the employee has been paid under either , of the following conditions:, . The stipends check/advice date falls within the measurement date range, , inclusive of the start and end dates., . The stipends check/advice date is after the end of the measurement date range , but on or before the as-of date and the end date of the stipend is within the , measurement date range. (This enables Colleague to count stipends that are paid , after work has been completed.)","Stipend Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:24.148Z"
"ACAWF.STIPEND.ID","","","","D","N","10","","","N","","","","","","","","","","","21","","10L","10","The ID of the stipend record.","Stipend ID","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:20.336Z"
"ACAWF.STIPEND.START.DATE","","","","D","N","10","","","N","","","","","","","","","","","22","D4/","10R","8","The start date of the stipend.","Stipend, Start Date","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:24.586Z"
"ACAWF.TIME.CARD.HRS","","","","D","N","10","","","N","","","","","","","","","","","20","MD2","10R","9","All time card hours within the measurement range, inclusive of the start and , end dates, except the following:, . Compensatory time earned., . Time recorded on an employment break period day., . Time associated with an earnings type that is listed in the Exclude Earnings , Types field on the Affordable Care Act Parameters (ACPA) form.","Time Card, Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:23.633Z"
"ACAWF.TOTAL.EMPLOYEE.HRS","","","","D","N","10","","","N","","","","","","","","","","","46","MD4,","10R","8","The total hours of service that are calculated for the employee for the given , measurement type.  The same value is shown in all records pertaining to the , employee for a single execution of ACME.","Total, Employee, Hours","ACA.WORK.FILE","N","","2014-06-26","JCR","","","2020-05-27T14:58:19.648Z"
"ACAWF.UNRECONCILED.REV.HRS","","","","D","N","10","","","N","","","","","","","","","","","59","MD2","10R","9","Reversal hours within the measurement range, inclusive of the start and , end dates that cannot be reconciled against originating hours for ACA , reporting, except the following:, . Compensatory time earned., . Time associated with an earnings type that is listed in the Exclude Earnings , Types field on the Affordable Care Act Parameters (ACPA) form.","Unreconciled, Reversal Hours","ACA.WORK.FILE","N","","","","","","2020-05-27T14:58:22.477Z"
